weir,stat_week,date,species,count_type,maturity,count,comments
Situk Lower,30,7/24/2003,Pink,Counted live,Adult,29283,
Situk Lower,30,7/24/2003,Sockeye,Counted live,Adult,2383,
Situk Lower,30,7/25/2003,Chinook,Counted live,Adult,7,
Situk Lower,30,7/25/2003,Chinook,Counted live,Jack,1,
Situk Lower,30,7/25/2003,Chinook,Counted live,L Jck,1,
Situk Lower,30,7/25/2003,Pink,Counted live,Adult,11510,
Situk Lower,30,7/25/2003,Sockeye,Counted live,Adult,2121,
Situk Lower,30,7/26/2003,Chinook,Counted live,Adult,5,1 S.H. up
Situk Lower,30,7/26/2003,Chinook,Counted live,Jack,1,1 S.H. up
Situk Lower,30,7/26/2003,Chinook,Counted live,L Jck,1,1 S.H. up
Situk Lower,30,7/26/2003,Chum,Counted live,Adult,3,1 S.H. up
Situk Lower,30,7/26/2003,Pink,Counted live,Adult,10627,1 S.H. up
Situk Lower,30,7/26/2003,Sockeye,Counted live,Adult,2286,1 S.H. up
Situk Lower,30,7/26/2003,Steelhead trout,Counted live,Adult,1,1 S.H. up
Situk Lower,31,7/27/2003,Chinook,Counted live,Adult,8,
Situk Lower,31,7/27/2003,Chinook,Counted live,L Jck,1,
Situk Lower,31,7/27/2003,Chum,Counted live,Adult,1,
Situk Lower,31,7/27/2003,Pink,Counted live,Adult,3997,
Situk Lower,31,7/27/2003,Sockeye,Counted live,Adult,730,
Situk Lower,31,7/28/2003,Chinook,Counted live,Adult,18,
Situk Lower,31,7/28/2003,Pink,Counted live,Adult,2867,
Situk Lower,31,7/28/2003,Sockeye,Counted live,Adult,1144,
Situk Lower,31,7/29/2003,Chinook,Counted live,Adult,23,
Situk Lower,31,7/29/2003,Chinook,Counted live,L Jck,1,
Situk Lower,31,7/29/2003,Pink,Counted live,Adult,2787,
Situk Lower,31,7/29/2003,Sockeye,Counted live,Adult,824,
Situk Lower,31,7/30/2003,Chinook,Counted live,Adult,4,
Situk Lower,31,7/30/2003,Pink,Counted live,Adult,1667,
Situk Lower,31,7/30/2003,Sockeye,Counted live,Adult,639,
Situk Lower,31,7/31/2003,Chinook,Counted live,Adult,27,
Situk Lower,31,7/31/2003,Chinook,Counted live,L Jck,2,
Situk Lower,31,7/31/2003,Pink,Counted live,Adult,61917,
Situk Lower,31,7/31/2003,Sockeye,Counted live,Adult,2992,
Situk Lower,31,8/1/2003,Chinook,Counted live,Adult,13,
Situk Lower,31,8/1/2003,Chinook,Counted live,L Jck,1,
Situk Lower,31,8/1/2003,Chum,Counted live,Adult,1,
Situk Lower,31,8/1/2003,Pink,Counted live,Adult,24013,
Situk Lower,31,8/1/2003,Sockeye,Counted live,Adult,2474,
Situk Lower,31,8/2/2003,Chinook,Counted live,Adult,4,
Situk Lower,31,8/2/2003,Chinook,Counted live,Jack,1,
Situk Lower,31,8/2/2003,Chum,Counted live,Adult,1,
Situk Lower,31,8/2/2003,Pink,Counted live,Adult,12941,
Situk Lower,31,8/2/2003,Sockeye,Counted live,Adult,955,
Situk Lower,32,8/3/2003,Chinook,Counted live,Adult,17,
Situk Lower,32,8/3/2003,Chum,Counted live,Adult,3,
Situk Lower,32,8/3/2003,Coho,Counted live,Adult,1,
Situk Lower,32,8/3/2003,Pink,Counted live,Adult,31658,
Situk Lower,32,8/3/2003,Sockeye,Counted live,Adult,1759,
Situk Lower,32,8/4/2003,Chinook,Counted live,Adult,3,
Situk Lower,32,8/4/2003,Pink,Counted live,Adult,42641,
Situk Lower,32,8/4/2003,Sockeye,Counted live,Adult,1222,
Situk Lower,32,8/5/2003,Pink,Counted live,Adult,41140,
Situk Lower,32,8/5/2003,Sockeye,Counted live,Adult,651,
Situk Lower,32,8/6/2003,Pink,Counted live,Adult,19647,
Situk Lower,32,8/6/2003,Sockeye,Counted live,Adult,530,
Situk Lower,32,8/7/2003,Pink,Counted live,Adult,29496,
Situk Lower,32,8/7/2003,Sockeye,Counted live,Adult,807,
Situk Lower,32,8/8/2003,Chinook,Counted live,Adult,2,
Situk Lower,32,8/8/2003,Chum,Counted live,Adult,1,
Situk Lower,32,8/8/2003,Pink,Counted live,Adult,7712,
Situk Lower,32,8/8/2003,Sockeye,Counted live,Adult,867,
Situk Lower,19,5/8/2004,Steelhead trout,Counted live,Adult,59,* Steelhead up not monitored closely
Situk Lower,19,5/8/2004,Steelhead trout,Downstream migration,Adult,35,* Steelhead up not monitored closely
Situk Lower,20,5/9/2004,Steelhead trout,Carcass count,Adult,1,
Situk Lower,20,5/9/2004,Steelhead trout,Counted live,Adult,115,
Situk Lower,20,5/9/2004,Steelhead trout,Downstream migration,Adult,86,
Situk Lower,20,5/10/2004,Steelhead trout,Carcass count,Adult,2,
Situk Lower,20,5/10/2004,Steelhead trout,Counted live,Adult,80,
Situk Lower,20,5/10/2004,Steelhead trout,Downstream migration,Adult,133,
Situk Lower,20,5/11/2004,Steelhead trout,Counted live,Adult,2,
Situk Lower,20,5/11/2004,Steelhead trout,Downstream migration,Adult,86,
Situk Lower,20,5/12/2004,Steelhead trout,Carcass count,Adult,3,
Situk Lower,20,5/12/2004,Steelhead trout,Counted live,Adult,6,
Situk Lower,20,5/12/2004,Steelhead trout,Downstream migration,Adult,202,
Situk Lower,20,5/13/2004,Steelhead trout,Carcass count,Adult,2,
Situk Lower,20,5/13/2004,Steelhead trout,Counted live,Adult,11,
Situk Lower,20,5/13/2004,Steelhead trout,Downstream migration,Adult,204,
Situk Lower,20,5/14/2004,Steelhead trout,Carcass count,Adult,4,
Situk Lower,20,5/14/2004,Steelhead trout,Counted live,Adult,34,
Situk Lower,20,5/14/2004,Steelhead trout,Downstream migration,Adult,412,
Situk Lower,20,5/15/2004,Steelhead trout,Carcass count,Adult,4,
Situk Lower,20,5/15/2004,Steelhead trout,Downstream migration,Adult,351,
Situk Lower,21,5/16/2004,Steelhead trout,Carcass count,Adult,4,
Situk Lower,21,5/16/2004,Steelhead trout,Downstream migration,Adult,401,
Situk Lower,21,5/17/2004,Steelhead trout,Downstream migration,Adult,315,
Situk Lower,21,5/18/2004,Steelhead trout,Downstream migration,Adult,566,
Situk Lower,21,5/19/2004,Steelhead trout,Carcass count,Adult,2,
Situk Lower,21,5/19/2004,Steelhead trout,Counted live,Adult,2,
Situk Lower,21,5/19/2004,Steelhead trout,Downstream migration,Adult,744,
Situk Lower,21,5/20/2004,Steelhead trout,Downstream migration,Adult,832,
Situk Lower,21,5/21/2004,Steelhead trout,Carcass count,Adult,3,
Situk Lower,21,5/21/2004,Steelhead trout,Downstream migration,Adult,1524,
Situk Lower,21,5/22/2004,Steelhead trout,Downstream migration,Adult,1466,
Situk Lower,22,5/23/2004,Steelhead trout,Carcass count,Adult,1,
Situk Lower,22,5/23/2004,Steelhead trout,Downstream migration,Adult,934,
Situk Lower,22,5/24/2004,Steelhead trout,Carcass count,Adult,2,
Situk Lower,22,5/24/2004,Steelhead trout,Downstream migration,Adult,253,
Situk Lower,22,5/25/2004,Steelhead trout,Counted live,Adult,41,
Situk Lower,22,5/25/2004,Steelhead trout,Downstream migration,Adult,1049,
Situk Lower,22,5/26/2004,Steelhead trout,Carcass count,Adult,1,
Situk Lower,22,5/26/2004,Steelhead trout,Downstream migration,Adult,128,
Situk Lower,22,5/27/2004,Steelhead trout,Downstream migration,Adult,169,
Situk Lower,22,5/28/2004,Steelhead trout,Counted live,Adult,2,
Situk Lower,22,5/28/2004,Steelhead trout,Downstream migration,Adult,313,
Situk Lower,22,5/29/2004,Chinook,Counted live,Adult,1,weir 95 % salmon tight
Situk Lower,22,5/29/2004,Chinook,Counted live,Jack,2,weir 95 % salmon tight
Situk Lower,22,5/29/2004,Sockeye,Counted live,Adult,3,weir 95 % salmon tight
Situk Lower,22,5/29/2004,Steelhead trout,Downstream migration,Adult,246,weir 95 % salmon tight
Situk Lower,23,5/30/2004,Chinook,Counted live,Adult,2,
Situk Lower,23,5/30/2004,Chinook,Counted live,L Jck,1,
Situk Lower,23,5/30/2004,Sockeye,Counted live,Adult,4,
Situk Lower,23,5/30/2004,Steelhead trout,Downstream migration,Adult,275,
Situk Lower,23,5/31/2004,Steelhead trout,Downstream migration,Adult,94,
Situk Lower,23,6/1/2004,Chinook,Counted live,Adult,1,
Situk Lower,23,6/1/2004,Chinook,Counted live,Jack,5,
Situk Lower,23,6/1/2004,Sockeye,Counted live,Adult,7,
Situk Lower,23,6/1/2004,Steelhead trout,Downstream migration,Adult,344,
Situk Lower,23,6/2/2004,Chinook,Counted live,Adult,2,
Situk Lower,23,6/2/2004,Chinook,Counted live,Jack,2,
Situk Lower,23,6/2/2004,Sockeye,Counted live,Adult,22,
Situk Lower,23,6/2/2004,Steelhead trout,Downstream migration,Adult,128,
Situk Lower,23,6/3/2004,Steelhead trout,Downstream migration,Adult,132,
Situk Lower,23,6/4/2004,Chinook,Counted live,Adult,2,
Situk Lower,23,6/4/2004,Sockeye,Counted live,Adult,61,
Situk Lower,23,6/4/2004,Steelhead trout,Carcass count,Adult,2,
Situk Lower,23,6/4/2004,Steelhead trout,Downstream migration,Adult,180,
Situk Lower,23,6/5/2004,Chinook,Counted live,Adult,3,
Situk Lower,23,6/5/2004,Chinook,Counted live,Jack,4,
Situk Lower,23,6/5/2004,Chinook,Counted live,L Jck,4,
Situk Lower,23,6/5/2004,Sockeye,Counted live,Adult,247,
Situk Lower,23,6/5/2004,Steelhead trout,Downstream migration,Adult,189,
Situk Lower,24,6/6/2004,Chinook,Counted live,Jack,2,
Situk Lower,24,6/6/2004,Chinook,Counted live,L Jck,3,
Situk Lower,24,6/6/2004,Sockeye,Counted live,Adult,87,
Situk Lower,24,6/6/2004,Steelhead trout,Downstream migration,Adult,123,
Situk Lower,24,6/7/2004,Chinook,Counted live,Adult,3,
Situk Lower,24,6/7/2004,Chinook,Counted live,Jack,1,
Situk Lower,24,6/7/2004,Sockeye,Counted live,Adult,39,
Situk Lower,24,6/7/2004,Steelhead trout,Downstream migration,Adult,53,
Situk Lower,24,6/8/2004,Chinook,Counted live,Adult,9,
Situk Lower,24,6/8/2004,Chinook,Counted live,Jack,6,
Situk Lower,24,6/8/2004,Chinook,Counted live,L Jck,6,
Situk Lower,24,6/8/2004,Sockeye,Counted live,Adult,751,
Situk Lower,24,6/8/2004,Steelhead trout,Downstream migration,Adult,89,
Situk Lower,24,6/9/2004,Chinook,Counted live,L Jck,1,
Situk Lower,24,6/9/2004,Sockeye,Counted live,Adult,3,
Situk Lower,24,6/9/2004,Steelhead trout,Downstream migration,Adult,36,
Situk Lower,24,6/10/2004,Chinook,Counted live,Adult,5,
Situk Lower,24,6/10/2004,Sockeye,Counted live,Adult,163,
Situk Lower,24,6/10/2004,Steelhead trout,Downstream migration,Adult,5,
Situk Lower,24,6/11/2004,Chinook,Counted live,Adult,5,
Situk Lower,24,6/11/2004,Chinook,Counted live,L Jck,1,
Situk Lower,24,6/11/2004,Sockeye,Counted live,Adult,138,
Situk Lower,24,6/11/2004,Steelhead trout,Downstream migration,Adult,6,
Situk Lower,24,6/12/2004,Chinook,Counted live,Adult,9,
Situk Lower,24,6/12/2004,Chinook,Counted live,L Jck,4,
Situk Lower,24,6/12/2004,Sockeye,Counted live,Adult,324,
Situk Lower,24,6/12/2004,Steelhead trout,Downstream migration,Adult,22,
Situk Lower,25,6/13/2004,Chinook,Counted live,Adult,7,
Situk Lower,25,6/13/2004,Chinook,Counted live,L Jck,14,
Situk Lower,25,6/13/2004,Sockeye,Counted live,Adult,126,
Situk Lower,25,6/13/2004,Steelhead trout,Downstream migration,Adult,43,
Situk Lower,25,6/14/2004,Chinook,Counted live,Adult,29,
Situk Lower,25,6/14/2004,Chinook,Counted live,Jack,3,
Situk Lower,25,6/14/2004,Chinook,Counted live,L Jck,8,
Situk Lower,25,6/14/2004,Sockeye,Counted live,Adult,328,
Situk Lower,25,6/14/2004,Steelhead trout,Downstream migration,Adult,9,
Situk Lower,25,6/15/2004,Chinook,Counted live,Adult,10,
Situk Lower,25,6/15/2004,Chinook,Counted live,Jack,1,
Situk Lower,25,6/15/2004,Chinook,Counted live,L Jck,1,
Situk Lower,25,6/15/2004,Sockeye,Counted live,Adult,281,
Situk Lower,25,6/15/2004,Steelhead trout,Downstream migration,Adult,1,
Situk Lower,25,6/16/2004,Chinook,Counted live,Adult,7,
Situk Lower,25,6/16/2004,Sockeye,Counted live,Adult,4,
Situk Lower,25,6/17/2004,Chinook,Counted live,Adult,58,
Situk Lower,25,6/17/2004,Chinook,Counted live,Jack,4,
Situk Lower,25,6/17/2004,Chinook,Counted live,L Jck,10,
Situk Lower,25,6/17/2004,Sockeye,Counted live,Adult,944,
Situk Lower,25,6/17/2004,Steelhead trout,Downstream migration,Adult,45,
Situk Lower,25,6/18/2004,Chinook,Counted live,Adult,27,
Situk Lower,25,6/18/2004,Chinook,Counted live,Jack,2,
Situk Lower,25,6/18/2004,Chinook,Counted live,L Jck,8,
Situk Lower,25,6/18/2004,Sockeye,Counted live,Adult,894,
Situk Lower,25,6/18/2004,Steelhead trout,Downstream migration,Adult,8,
Situk Lower,25,6/19/2004,Chinook,Counted live,Adult,11,
Situk Lower,25,6/19/2004,Chinook,Counted live,Jack,2,
Situk Lower,25,6/19/2004,Chinook,Counted live,L Jck,4,
Situk Lower,25,6/19/2004,Sockeye,Counted live,Adult,234,
Situk Lower,25,6/19/2004,Steelhead trout,Downstream migration,Adult,10,
Situk Lower,26,6/20/2004,Chinook,Counted live,Adult,25,
Situk Lower,26,6/20/2004,Chinook,Counted live,Jack,1,
Situk Lower,26,6/20/2004,Chinook,Counted live,L Jck,1,
Situk Lower,26,6/20/2004,Sockeye,Counted live,Adult,1946,
Situk Lower,26,6/20/2004,Steelhead trout,Downstream migration,Adult,1,
Situk Lower,26,6/21/2004,Chinook,Counted live,Adult,3,
Situk Lower,26,6/21/2004,Sockeye,Counted live,Adult,74,
Situk Lower,26,6/21/2004,Steelhead trout,Downstream migration,Adult,15,
Situk Lower,26,6/22/2004,Chinook,Counted live,Adult,4,
Situk Lower,26,6/22/2004,Chinook,Counted live,L Jck,1,
Situk Lower,26,6/22/2004,Sockeye,Counted live,Adult,75,
Situk Lower,26,6/22/2004,Steelhead trout,Downstream migration,Adult,11,
Situk Lower,26,6/23/2004,Chinook,Counted live,Adult,5,
Situk Lower,26,6/23/2004,Chinook,Counted live,Jack,2,
Situk Lower,26,6/23/2004,Chinook,Counted live,L Jck,3,
Situk Lower,26,6/23/2004,Sockeye,Counted live,Adult,752,
Situk Lower,26,6/23/2004,Steelhead trout,Downstream migration,Adult,2,
Situk Lower,26,6/24/2004,Chinook,Counted live,Adult,18,
Situk Lower,26,6/24/2004,Chinook,Counted live,Jack,3,
Situk Lower,26,6/24/2004,Chinook,Counted live,L Jck,5,
Situk Lower,26,6/24/2004,Sockeye,Counted live,Adult,505,
Situk Lower,26,6/24/2004,Steelhead trout,Downstream migration,Adult,2,
Situk Lower,26,6/25/2004,Chinook,Counted live,Adult,86,
Situk Lower,26,6/25/2004,Chinook,Counted live,Jack,5,
Situk Lower,26,6/25/2004,Chinook,Counted live,L Jck,18,
Situk Lower,26,6/25/2004,Sockeye,Counted live,Adult,1949,
Situk Lower,26,6/25/2004,Steelhead trout,Downstream migration,Adult,19,
Situk Lower,26,6/26/2004,Chinook,Counted live,Adult,24,
Situk Lower,26,6/26/2004,Chinook,Counted live,Jack,4,
Situk Lower,26,6/26/2004,Chinook,Counted live,L Jck,10,
Situk Lower,26,6/26/2004,Sockeye,Counted live,Adult,848,
Situk Lower,26,6/26/2004,Steelhead trout,Downstream migration,Adult,4,
Situk Lower,27,6/27/2004,Chinook,Counted live,Adult,8,
Situk Lower,27,6/27/2004,Chinook,Counted live,Jack,1,
Situk Lower,27,6/27/2004,Chinook,Counted live,L Jck,3,
Situk Lower,27,6/27/2004,Sockeye,Counted live,Adult,319,
Situk Lower,27,6/28/2004,Chinook,Counted live,Adult,25,
Situk Lower,27,6/28/2004,Chinook,Counted live,Jack,13,
Situk Lower,27,6/28/2004,Chinook,Counted live,L Jck,20,
Situk Lower,27,6/28/2004,Sockeye,Counted live,Adult,976,
Situk Lower,27,6/29/2004,Chinook,Counted live,Adult,8,
Situk Lower,27,6/29/2004,Chinook,Counted live,Jack,4,
Situk Lower,27,6/29/2004,Sockeye,Counted live,Adult,90,
Situk Lower,27,6/29/2004,Steelhead trout,Downstream migration,Adult,4,
Situk Lower,27,6/30/2004,Sockeye,Zero fish observed,Adult,0,
Situk Lower,27,7/1/2004,Chinook,Counted live,Adult,33,
Situk Lower,27,7/1/2004,Chinook,Counted live,Jack,14,
Situk Lower,27,7/1/2004,Chinook,Counted live,L Jck,39,
Situk Lower,27,7/1/2004,Sockeye,Counted live,Adult,882,
Situk Lower,27,7/2/2004,Chinook,Counted live,Adult,42,
Situk Lower,27,7/2/2004,Chinook,Counted live,Jack,40,
Situk Lower,27,7/2/2004,Chinook,Counted live,L Jck,30,
Situk Lower,27,7/2/2004,Sockeye,Counted live,Adult,1670,
Situk Lower,27,7/3/2004,Chinook,Counted live,Adult,28,
Situk Lower,27,7/3/2004,Chinook,Counted live,Jack,26,
Situk Lower,27,7/3/2004,Chinook,Counted live,L Jck,19,
Situk Lower,27,7/3/2004,Sockeye,Counted live,Adult,2124,
Situk Lower,27,7/3/2004,Steelhead trout,Downstream migration,Adult,6,
Situk Lower,28,7/4/2004,Chinook,Counted live,Adult,2,
Situk Lower,28,7/4/2004,Chinook,Counted live,Jack,16,
Situk Lower,28,7/4/2004,Chinook,Counted live,L Jck,1,
Situk Lower,28,7/4/2004,Sockeye,Counted live,Adult,768,
Situk Lower,28,7/4/2004,Steelhead trout,Downstream migration,Adult,32,
Situk Lower,28,7/5/2004,Chinook,Counted live,Adult,5,
Situk Lower,28,7/5/2004,Chinook,Counted live,Jack,7,
Situk Lower,28,7/5/2004,Chinook,Counted live,L Jck,2,
Situk Lower,28,7/5/2004,Sockeye,Counted live,Adult,905,
Situk Lower,28,7/6/2004,Chinook,Counted live,Adult,30,
Situk Lower,28,7/6/2004,Chinook,Counted live,Jack,5,
Situk Lower,28,7/6/2004,Chinook,Counted live,L Jck,8,
Situk Lower,28,7/6/2004,Sockeye,Counted live,Adult,514,
Situk Lower,28,7/6/2004,Steelhead trout,Downstream migration,Adult,3,
Situk Lower,28,7/7/2004,Chinook,Counted live,Adult,31,
Situk Lower,28,7/7/2004,Chinook,Counted live,Jack,13,
Situk Lower,28,7/7/2004,Chinook,Counted live,L Jck,23,
Situk Lower,28,7/7/2004,Sockeye,Counted live,Adult,1066,
Situk Lower,28,7/8/2004,Chinook,Counted live,Adult,10,
Situk Lower,28,7/8/2004,Chinook,Counted live,Jack,15,
Situk Lower,28,7/8/2004,Chinook,Counted live,L Jck,7,
Situk Lower,28,7/8/2004,Pink,Counted live,Adult,24,
Situk Lower,28,7/8/2004,Sockeye,Counted live,Adult,1197,
Situk Lower,28,7/9/2004,Chinook,Counted live,Adult,8,
Situk Lower,28,7/9/2004,Chinook,Counted live,Jack,5,
Situk Lower,28,7/9/2004,Chinook,Counted live,L Jck,5,
Situk Lower,28,7/9/2004,Pink,Counted live,Adult,34,
Situk Lower,28,7/9/2004,Sockeye,Counted live,Adult,337,
Situk Lower,28,7/9/2004,Steelhead trout,Downstream migration,Adult,5,
Situk Lower,28,7/10/2004,Chinook,Counted live,Adult,5,
Situk Lower,28,7/10/2004,Chinook,Counted live,Jack,10,
Situk Lower,28,7/10/2004,Chinook,Counted live,L Jck,4,
Situk Lower,28,7/10/2004,Pink,Counted live,Adult,222,
Situk Lower,28,7/10/2004,Sockeye,Counted live,Adult,555,
Situk Lower,28,7/10/2004,Steelhead trout,Downstream migration,Adult,2,
Situk Lower,29,7/11/2004,Chinook,Counted live,Adult,6,
Situk Lower,29,7/11/2004,Chinook,Counted live,Jack,11,
Situk Lower,29,7/11/2004,Chinook,Counted live,L Jck,10,
Situk Lower,29,7/11/2004,Pink,Counted live,Adult,48,
Situk Lower,29,7/11/2004,Sockeye,Counted live,Adult,802,
Situk Lower,29,7/11/2004,Steelhead trout,Downstream migration,Adult,4,
Situk Lower,29,7/12/2004,Chinook,Counted live,Adult,18,
Situk Lower,29,7/12/2004,Chinook,Counted live,Jack,17,
Situk Lower,29,7/12/2004,Chinook,Counted live,L Jck,14,
Situk Lower,29,7/12/2004,Pink,Counted live,Adult,138,
Situk Lower,29,7/12/2004,Sockeye,Counted live,Adult,1732,
Situk Lower,29,7/12/2004,Steelhead trout,Downstream migration,Adult,13,
Situk Lower,29,7/13/2004,Chinook,Counted live,Adult,2,
Situk Lower,29,7/13/2004,Chinook,Counted live,Jack,1,
Situk Lower,29,7/13/2004,Chinook,Counted live,L Jck,5,
Situk Lower,29,7/13/2004,Pink,Counted live,Adult,19,
Situk Lower,29,7/13/2004,Sockeye,Counted live,Adult,305,
Situk Lower,29,7/14/2004,Chinook,Counted live,Adult,3,
Situk Lower,29,7/14/2004,Chinook,Counted live,Jack,3,
Situk Lower,29,7/14/2004,Chinook,Counted live,L Jck,3,
Situk Lower,29,7/14/2004,Pink,Counted live,Adult,8,
Situk Lower,29,7/14/2004,Sockeye,Counted live,Adult,49,
Situk Lower,29,7/15/2004,Chinook,Counted live,Adult,15,
Situk Lower,29,7/15/2004,Chinook,Counted live,Jack,17,
Situk Lower,29,7/15/2004,Chinook,Counted live,L Jck,23,
Situk Lower,29,7/15/2004,Pink,Counted live,Adult,100,
Situk Lower,29,7/15/2004,Sockeye,Counted live,Adult,2629,
Situk Lower,29,7/16/2004,Chinook,Counted live,Adult,7,
Situk Lower,29,7/16/2004,Chinook,Counted live,Jack,11,
Situk Lower,29,7/16/2004,Chinook,Counted live,L Jck,6,
Situk Lower,29,7/16/2004,Pink,Counted live,Adult,119,
Situk Lower,29,7/16/2004,Sockeye,Counted live,Adult,1583,
Situk Lower,29,7/16/2004,Steelhead trout,Downstream migration,Adult,2,
Situk Lower,29,7/17/2004,Chinook,Counted live,Adult,2,
Situk Lower,29,7/17/2004,Chinook,Counted live,Jack,1,
Situk Lower,29,7/17/2004,Chinook,Counted live,L Jck,2,
Situk Lower,29,7/17/2004,Pink,Counted live,Adult,49,
Situk Lower,29,7/17/2004,Sockeye,Counted live,Adult,1001,
Situk Lower,29,7/17/2004,Steelhead trout,Downstream migration,Adult,3,
Situk Lower,30,7/18/2004,Chinook,Counted live,Adult,6,
Situk Lower,30,7/18/2004,Chinook,Counted live,L Jck,1,
Situk Lower,30,7/18/2004,Pink,Counted live,Adult,49,
Situk Lower,30,7/18/2004,Sockeye,Counted live,Adult,1173,
Situk Lower,30,7/19/2004,Chinook,Counted live,Adult,2,
Situk Lower,30,7/19/2004,Pink,Counted live,Adult,5,
Situk Lower,30,7/19/2004,Sockeye,Counted live,Adult,41,
Situk Lower,30,7/20/2004,Chinook,Counted live,Adult,7,
Situk Lower,30,7/20/2004,Pink,Counted live,Adult,34,
Situk Lower,30,7/20/2004,Sockeye,Counted live,Adult,1009,
Situk Lower,30,7/21/2004,Chinook,Counted live,Adult,12,
Situk Lower,30,7/21/2004,Chinook,Counted live,Jack,1,
Situk Lower,30,7/21/2004,Chinook,Counted live,L Jck,1,
Situk Lower,30,7/21/2004,Pink,Counted live,Adult,12,
Situk Lower,30,7/21/2004,Sockeye,Counted live,Adult,1918,
Situk Lower,30,7/22/2004,Chinook,Counted live,Adult,1,
Situk Lower,30,7/22/2004,Chinook,Counted live,Jack,1,
Situk Lower,30,7/22/2004,Chinook,Counted live,L Jck,2,
Situk Lower,30,7/22/2004,Pink,Counted live,Adult,6,
Situk Lower,30,7/22/2004,Sockeye,Counted live,Adult,274,
Situk Lower,30,7/23/2004,Chinook,Counted live,Adult,6,
Situk Lower,30,7/23/2004,Chinook,Counted live,L Jck,2,
Situk Lower,30,7/23/2004,Pink,Counted live,Adult,16,
Situk Lower,30,7/23/2004,Sockeye,Counted live,Adult,548,
Situk Lower,30,7/24/2004,Chinook,Counted live,Adult,3,
Situk Lower,30,7/24/2004,Chinook,Counted live,Jack,30,
Situk Lower,30,7/24/2004,Chinook,Counted live,L Jck,5,
Situk Lower,30,7/24/2004,Pink,Counted live,Adult,758,
Situk Lower,30,7/24/2004,Sockeye,Counted live,Adult,2350,
Situk Lower,31,7/25/2004,Chinook,Counted live,Adult,2,
Situk Lower,31,7/25/2004,Pink,Counted live,Adult,2912,
Situk Lower,31,7/25/2004,Sockeye,Counted live,Adult,569,
Situk Lower,31,7/26/2004,Chinook,Counted live,Adult,3,
Situk Lower,31,7/26/2004,Chinook,Counted live,Jack,2,
Situk Lower,31,7/26/2004,Chinook,Counted live,L Jck,2,
Situk Lower,31,7/26/2004,Pink,Counted live,Adult,3000,
Situk Lower,31,7/26/2004,Sockeye,Counted live,Adult,656,
Situk Lower,31,7/27/2004,Chinook,Counted live,Adult,59,
Situk Lower,31,7/27/2004,Chinook,Counted live,Jack,25,
Situk Lower,31,7/27/2004,Chinook,Counted live,L Jck,57,
Situk Lower,31,7/27/2004,Pink,Counted live,Adult,2198,
Situk Lower,31,7/27/2004,Sockeye,Counted live,Adult,944,
Situk Lower,31,7/28/2004,Chinook,Counted live,Adult,33,
Situk Lower,31,7/28/2004,Chinook,Counted live,Jack,2,
Situk Lower,31,7/28/2004,Chinook,Counted live,L Jck,16,
Situk Lower,31,7/28/2004,Pink,Counted live,Adult,352,
Situk Lower,31,7/28/2004,Sockeye,Counted live,Adult,90,
Situk Lower,31,7/28/2004,Steelhead trout,Downstream migration,Adult,64,
Situk Lower,31,7/29/2004,Chinook,Counted live,Adult,4,
Situk Lower,31,7/29/2004,Chinook,Counted live,L Jck,2,
Situk Lower,31,7/29/2004,Pink,Counted live,Adult,352,
Situk Lower,31,7/29/2004,Sockeye,Counted live,Adult,782,
Situk Lower,31,7/30/2004,Chinook,Counted live,Adult,1,
Situk Lower,31,7/30/2004,Chinook,Counted live,Jack,1,
Situk Lower,31,7/30/2004,Pink,Counted live,Adult,716,
Situk Lower,31,7/30/2004,Sockeye,Counted live,Adult,77,
Situk Lower,31,7/31/2004,Chinook,Counted live,L Jck,1,
Situk Lower,31,7/31/2004,Pink,Counted live,Adult,839,
Situk Lower,31,7/31/2004,Sockeye,Counted live,Adult,92,
Situk Lower,32,8/1/2004,Chinook,Counted live,Adult,2,
Situk Lower,32,8/1/2004,Chum,Counted live,Adult,6,
Situk Lower,32,8/1/2004,Pink,Counted live,Adult,6052,
Situk Lower,32,8/1/2004,Sockeye,Counted live,Adult,597,
Situk Lower,32,8/2/2004,Chinook,Counted live,Adult,7,
Situk Lower,32,8/2/2004,Chinook,Counted live,L Jck,2,
Situk Lower,32,8/2/2004,Pink,Counted live,Adult,16393,
Situk Lower,32,8/2/2004,Sockeye,Counted live,Adult,553,
Situk Lower,32,8/3/2004,Chinook,Counted live,Adult,4,
Situk Lower,32,8/3/2004,Chinook,Counted live,L Jck,1,
Situk Lower,32,8/3/2004,Chum,Counted live,Adult,1,
Situk Lower,32,8/3/2004,Coho,Counted live,Adult,1,
Situk Lower,32,8/3/2004,Pink,Counted live,Adult,25356,
Situk Lower,32,8/3/2004,Sockeye,Counted live,Adult,209,
Situk Lower,32,8/4/2004,Coho,Counted live,Adult,1,
Situk Lower,32,8/4/2004,Pink,Counted live,Adult,6268,
Situk Lower,32,8/4/2004,Sockeye,Counted live,Adult,112,
Situk Lower,32,8/5/2004,Chinook,Counted live,Adult,2,
Situk Lower,32,8/5/2004,Chum,Counted live,Adult,75,
Situk Lower,32,8/5/2004,Coho,Counted live,Adult,19,
Situk Lower,32,8/5/2004,Pink,Counted live,Adult,27285,
Situk Lower,32,8/5/2004,Sockeye,Counted live,Adult,590,
Situk Lower,32,8/6/2004,Chum,Counted live,Adult,167,
Situk Lower,32,8/6/2004,Coho,Counted live,Adult,5,
