weir,stat_week,date,species,count_type,maturity,count,comments
Situk Lower,23,6/6/1992,Steelhead trout,Counted live,Adult,3,
Situk Lower,23,6/6/1992,Steelhead trout,Downstream migration,Adult,56,
Situk Lower,24,6/7/1992,Chinook,Counted live,Adult,2,
Situk Lower,24,6/7/1992,Sockeye,Counted live,Adult,13,
Situk Lower,24,6/7/1992,Steelhead trout,Counted live,Adult,3,
Situk Lower,24,6/7/1992,Steelhead trout,Downstream migration,Adult,48,
Situk Lower,24,6/8/1992,Chinook,Counted live,Adult,4,
Situk Lower,24,6/8/1992,Chinook,Counted live,L Jck,1,
Situk Lower,24,6/8/1992,Sockeye,Counted live,Adult,31,
Situk Lower,24,6/8/1992,Steelhead trout,Carcass count,Adult,2,
Situk Lower,24,6/8/1992,Steelhead trout,Downstream migration,Adult,67,
Situk Lower,24,6/9/1992,Chinook,Counted live,Adult,7,
Situk Lower,24,6/9/1992,Chinook,Counted live,L Jck,4,
Situk Lower,24,6/9/1992,Sockeye,Counted live,Adult,40,
Situk Lower,24,6/9/1992,Steelhead trout,Counted live,Adult,3,
Situk Lower,24,6/9/1992,Steelhead trout,Downstream migration,Adult,73,
Situk Lower,24,6/10/1992,Chinook,Counted live,Adult,5,
Situk Lower,24,6/10/1992,Chinook,Counted live,L Jck,1,
Situk Lower,24,6/10/1992,Sockeye,Counted live,Adult,82,
Situk Lower,24,6/10/1992,Steelhead trout,Counted live,Adult,11,
Situk Lower,24,6/10/1992,Steelhead trout,Downstream migration,Adult,101,
Situk Lower,24,6/11/1992,Chinook,Counted live,Adult,11,
Situk Lower,24,6/11/1992,Chinook,Counted live,L Jck,3,
Situk Lower,24,6/11/1992,Sockeye,Counted live,Adult,136,
Situk Lower,24,6/11/1992,Steelhead trout,Counted live,Adult,10,
Situk Lower,24,6/11/1992,Steelhead trout,Downstream migration,Adult,139,
Situk Lower,24,6/12/1992,Chinook,Counted live,Adult,18,
Situk Lower,24,6/12/1992,Chinook,Counted live,L Jck,3,
Situk Lower,24,6/12/1992,Sockeye,Counted live,Adult,199,
Situk Lower,24,6/12/1992,Steelhead trout,Counted live,Adult,1,
Situk Lower,24,6/12/1992,Steelhead trout,Downstream migration,Adult,104,
Situk Lower,24,6/13/1992,Chinook,Counted live,Adult,18,
Situk Lower,24,6/13/1992,Chinook,Counted live,L Jck,1,
Situk Lower,24,6/13/1992,Sockeye,Counted live,Adult,166,
Situk Lower,24,6/13/1992,Steelhead trout,Carcass count,Adult,1,
Situk Lower,24,6/13/1992,Steelhead trout,Downstream migration,Adult,91,
Situk Lower,25,6/14/1992,Chinook,Counted live,Adult,24,held back SH
Situk Lower,25,6/14/1992,Chinook,Counted live,L Jck,1,held back SH
Situk Lower,25,6/14/1992,Sockeye,Counted live,Adult,268,held back SH
Situk Lower,25,6/14/1992,Steelhead trout,Counted live,Adult,1,held back SH
Situk Lower,25,6/14/1992,Steelhead trout,Downstream migration,Adult,11,held back SH
Situk Lower,25,6/15/1992,Chinook,Counted live,Adult,65,
Situk Lower,25,6/15/1992,Sockeye,Counted live,Adult,156,
Situk Lower,25,6/15/1992,Steelhead trout,Downstream migration,Adult,5,
Situk Lower,25,6/16/1992,Chinook,Counted live,Adult,13,"approx 100 sockeye escaped trap, 13 NM chinook"
Situk Lower,25,6/16/1992,Chinook,Counted live,L Jck,1,"approx 100 sockeye escaped trap, 13 NM chinook"
Situk Lower,25,6/16/1992,Sockeye,Counted live,Adult,28,"approx 100 sockeye escaped trap, 13 NM chinook"
Situk Lower,25,6/17/1992,Chinook,Counted live,Adult,33,
Situk Lower,25,6/17/1992,Chinook,Counted live,L Jck,1,
Situk Lower,25,6/17/1992,Sockeye,Counted live,Adult,1024,
Situk Lower,25,6/17/1992,Steelhead trout,Counted live,Adult,5,
Situk Lower,25,6/17/1992,Steelhead trout,Downstream migration,Adult,120,
Situk Lower,25,6/18/1992,Chinook,Counted live,Adult,4,
Situk Lower,25,6/18/1992,Chinook,Counted live,L Jck,1,
Situk Lower,25,6/18/1992,Sockeye,Counted live,Adult,360,
Situk Lower,25,6/18/1992,Steelhead trout,Downstream migration,Adult,43,
Situk Lower,25,6/19/1992,Chinook,Counted live,Adult,36,"4 NM, 3 ad clipped chinook"
Situk Lower,25,6/19/1992,Chinook,Counted live,L Jck,2,"4 NM, 3 ad clipped chinook"
Situk Lower,25,6/19/1992,Sockeye,Counted live,Adult,442,"4 NM, 3 ad clipped chinook"
Situk Lower,25,6/19/1992,Steelhead trout,Downstream migration,Adult,34,"4 NM, 3 ad clipped chinook"
Situk Lower,25,6/20/1992,Chinook,Counted live,Adult,32,
Situk Lower,25,6/20/1992,Chinook,Counted live,L Jck,3,
Situk Lower,25,6/20/1992,Sockeye,Counted live,Adult,649,
Situk Lower,25,6/20/1992,Steelhead trout,Downstream migration,Adult,15,
Situk Lower,26,6/21/1992,Chinook,Counted live,Adult,113,"High water, poor visibility"
Situk Lower,26,6/21/1992,Sockeye,Counted live,Adult,608,"High water, poor visibility"
Situk Lower,26,6/21/1992,Steelhead trout,Downstream migration,Adult,3,"High water, poor visibility"
Situk Lower,26,6/22/1992,Chinook,Counted live,Adult,28,3 NM chinook
Situk Lower,26,6/22/1992,Chinook,Counted live,L Jck,1,3 NM chinook
Situk Lower,26,6/22/1992,Sockeye,Counted live,Adult,959,3 NM chinook
Situk Lower,26,6/23/1992,Chinook,Counted live,Adult,30,"7 NM, 2 ad clipped chinook"
Situk Lower,26,6/23/1992,Chinook,Counted live,Jack,1,"7 NM, 2 ad clipped chinook"
Situk Lower,26,6/23/1992,Chinook,Counted live,L Jck,2,"7 NM, 2 ad clipped chinook"
Situk Lower,26,6/23/1992,Sockeye,Counted live,Adult,685,"7 NM, 2 ad clipped chinook"
Situk Lower,26,6/24/1992,Chinook,Counted live,Adult,48,5 NM chinook
Situk Lower,26,6/24/1992,Chinook,Counted live,Jack,1,5 NM chinook
Situk Lower,26,6/24/1992,Chinook,Counted live,L Jck,6,5 NM chinook
Situk Lower,26,6/24/1992,Sockeye,Counted live,Adult,941,5 NM chinook
Situk Lower,26,6/25/1992,Chinook,Counted live,Adult,20,4 NM chinook
Situk Lower,26,6/25/1992,Chinook,Counted live,L Jck,7,4 NM chinook
Situk Lower,26,6/25/1992,Sockeye,Counted live,Adult,528,4 NM chinook
Situk Lower,26,6/25/1992,Steelhead trout,Downstream migration,Adult,24,4 NM chinook
Situk Lower,26,6/26/1992,Chinook,Counted live,Adult,70,
Situk Lower,26,6/26/1992,Chinook,Counted live,L Jck,7,
Situk Lower,26,6/26/1992,Sockeye,Counted live,Adult,1076,
Situk Lower,26,6/26/1992,Steelhead trout,Downstream migration,Adult,8,
Situk Lower,26,6/27/1992,Chinook,Counted live,Adult,59,"2 nm, 1 ac chinook"
Situk Lower,26,6/27/1992,Chinook,Counted live,Jack,4,"2 nm, 1 ac chinook"
Situk Lower,26,6/27/1992,Chinook,Counted live,L Jck,6,"2 nm, 1 ac chinook"
Situk Lower,26,6/27/1992,Sockeye,Counted live,Adult,945,"2 nm, 1 ac chinook"
Situk Lower,26,6/27/1992,Steelhead trout,Counted live,Adult,1,"2 nm, 1 ac chinook"
Situk Lower,26,6/27/1992,Steelhead trout,Downstream migration,Adult,7,"2 nm, 1 ac chinook"
Situk Lower,27,6/28/1992,Chinook,Counted live,Adult,170,"13 nm, 11 adclip chinook"
Situk Lower,27,6/28/1992,Chinook,Counted live,Jack,4,"13 nm, 11 adclip chinook"
Situk Lower,27,6/28/1992,Chinook,Counted live,L Jck,23,"13 nm, 11 adclip chinook"
Situk Lower,27,6/28/1992,Sockeye,Counted live,Adult,5291,"13 nm, 11 adclip chinook"
Situk Lower,27,6/28/1992,Steelhead trout,Downstream migration,Adult,13,"13 nm, 11 adclip chinook"
Situk Lower,27,6/29/1992,Chinook,Counted live,Adult,53,"4 nm, 7 adclip chinook"
Situk Lower,27,6/29/1992,Chinook,Counted live,Jack,7,"4 nm, 7 adclip chinook"
Situk Lower,27,6/29/1992,Chinook,Counted live,L Jck,10,"4 nm, 7 adclip chinook"
Situk Lower,27,6/29/1992,Sockeye,Counted live,Adult,3891,"4 nm, 7 adclip chinook"
Situk Lower,27,6/29/1992,Steelhead trout,Downstream migration,Adult,2,"4 nm, 7 adclip chinook"
Situk Lower,27,6/30/1992,Chinook,Counted live,Adult,32,"2 nm, 11 adclip chinook"
Situk Lower,27,6/30/1992,Chinook,Counted live,L Jck,24,"2 nm, 11 adclip chinook"
Situk Lower,27,6/30/1992,Sockeye,Counted live,Adult,2307,"2 nm, 11 adclip chinook"
Situk Lower,27,6/30/1992,Steelhead trout,Downstream migration,Adult,3,"2 nm, 11 adclip chinook"
Situk Lower,27,7/1/1992,Chinook,Counted live,Adult,40,1 nm chinook
Situk Lower,27,7/1/1992,Chinook,Counted live,Jack,1,1 nm chinook
Situk Lower,27,7/1/1992,Chinook,Counted live,L Jck,1,1 nm chinook
Situk Lower,27,7/1/1992,Sockeye,Counted live,Adult,902,1 nm chinook
Situk Lower,27,7/1/1992,Steelhead trout,Downstream migration,Adult,6,1 nm chinook
Situk Lower,27,7/2/1992,Chinook,Counted live,Adult,6,2 nm chinook
Situk Lower,27,7/2/1992,Chinook,Counted live,Jack,2,2 nm chinook
Situk Lower,27,7/2/1992,Chinook,Counted live,L Jck,4,2 nm chinook
Situk Lower,27,7/2/1992,Sockeye,Counted live,Adult,170,2 nm chinook
Situk Lower,27,7/3/1992,Chinook,Counted live,Adult,4,
Situk Lower,27,7/3/1992,Sockeye,Counted live,Adult,729,
Situk Lower,27,7/4/1992,Chinook,Counted live,Adult,33,8 nm chinook
Situk Lower,27,7/4/1992,Chinook,Counted live,Jack,6,8 nm chinook
Situk Lower,27,7/4/1992,Chinook,Counted live,L Jck,3,8 nm chinook
Situk Lower,27,7/4/1992,Sockeye,Counted live,Adult,358,8 nm chinook
Situk Lower,28,7/5/1992,Chinook,Counted live,Adult,16,"1 nm, 4 adclip chinook"
Situk Lower,28,7/5/1992,Chinook,Counted live,L Jck,5,"1 nm, 4 adclip chinook"
Situk Lower,28,7/5/1992,Sockeye,Counted live,Adult,451,"1 nm, 4 adclip chinook"
Situk Lower,28,7/6/1992,Chinook,Counted live,Adult,14,5 nm chinook
Situk Lower,28,7/6/1992,Chinook,Counted live,Jack,10,5 nm chinook
Situk Lower,28,7/6/1992,Chinook,Counted live,L Jck,3,5 nm chinook
Situk Lower,28,7/6/1992,Sockeye,Counted live,Adult,364,5 nm chinook
Situk Lower,28,7/6/1992,Steelhead trout,Counted live,Adult,1,5 nm chinook
Situk Lower,28,7/6/1992,Steelhead trout,Downstream migration,Adult,11,5 nm chinook
Situk Lower,28,7/7/1992,Chinook,Counted live,Adult,82,"8 nm, 12 adclip chinook"
Situk Lower,28,7/7/1992,Chinook,Counted live,Jack,9,"8 nm, 12 adclip chinook"
Situk Lower,28,7/7/1992,Chinook,Counted live,L Jck,12,"8 nm, 12 adclip chinook"
Situk Lower,28,7/7/1992,Sockeye,Counted live,Adult,3178,"8 nm, 12 adclip chinook"
Situk Lower,28,7/7/1992,Steelhead trout,Downstream migration,Adult,2,"8 nm, 12 adclip chinook"
Situk Lower,28,7/8/1992,Chinook,Counted live,Adult,61,"12 nm, 6 ac chinook"
Situk Lower,28,7/8/1992,Chinook,Counted live,Jack,5,"12 nm, 6 ac chinook"
Situk Lower,28,7/8/1992,Chinook,Counted live,L Jck,6,"12 nm, 6 ac chinook"
Situk Lower,28,7/8/1992,Sockeye,Counted live,Adult,1458,"12 nm, 6 ac chinook"
Situk Lower,28,7/8/1992,Steelhead trout,Counted live,Adult,1,"12 nm, 6 ac chinook"
Situk Lower,28,7/8/1992,Steelhead trout,Downstream migration,Adult,4,"12 nm, 6 ac chinook"
Situk Lower,28,7/9/1992,Chinook,Counted live,Adult,24,"4 nm, 9 ac chinook"
Situk Lower,28,7/9/1992,Chinook,Counted live,Jack,10,"4 nm, 9 ac chinook"
Situk Lower,28,7/9/1992,Chinook,Counted live,L Jck,8,"4 nm, 9 ac chinook"
Situk Lower,28,7/9/1992,Sockeye,Counted live,Adult,562,"4 nm, 9 ac chinook"
Situk Lower,28,7/9/1992,Steelhead trout,Downstream migration,Adult,1,"4 nm, 9 ac chinook"
Situk Lower,28,7/10/1992,Chinook,Counted live,Adult,19,7 nm chinook
Situk Lower,28,7/10/1992,Chinook,Counted live,Jack,10,7 nm chinook
Situk Lower,28,7/10/1992,Chinook,Counted live,L Jck,7,7 nm chinook
Situk Lower,28,7/10/1992,Sockeye,Counted live,Adult,633,7 nm chinook
Situk Lower,28,7/10/1992,Steelhead trout,Downstream migration,Adult,8,7 nm chinook
Situk Lower,28,7/11/1992,Chinook,Counted live,Adult,23,2 nm chinook
Situk Lower,28,7/11/1992,Chinook,Counted live,Jack,4,2 nm chinook
Situk Lower,28,7/11/1992,Chinook,Counted live,L Jck,2,2 nm chinook
Situk Lower,28,7/11/1992,Sockeye,Counted live,Adult,602,2 nm chinook
Situk Lower,29,7/12/1992,Chinook,Counted live,Adult,52,"10 nm, 2 ac chinook"
Situk Lower,29,7/12/1992,Chinook,Counted live,Jack,6,"10 nm, 2 ac chinook"
Situk Lower,29,7/12/1992,Chinook,Counted live,L Jck,7,"10 nm, 2 ac chinook"
Situk Lower,29,7/12/1992,Sockeye,Counted live,Adult,2045,"10 nm, 2 ac chinook"
Situk Lower,29,7/12/1992,Steelhead trout,Downstream migration,Adult,15,"10 nm, 2 ac chinook"
Situk Lower,29,7/13/1992,Chinook,Counted live,Adult,38,"9 nm, 1 ac chinook"
Situk Lower,29,7/13/1992,Chinook,Counted live,Jack,3,"9 nm, 1 ac chinook"
Situk Lower,29,7/13/1992,Chinook,Counted live,L Jck,7,"9 nm, 1 ac chinook"
Situk Lower,29,7/13/1992,Sockeye,Counted live,Adult,1552,"9 nm, 1 ac chinook"
Situk Lower,29,7/13/1992,Steelhead trout,Downstream migration,Adult,14,"9 nm, 1 ac chinook"
Situk Lower,29,7/14/1992,Chinook,Counted live,Adult,24,11 nm chinook
Situk Lower,29,7/14/1992,Chinook,Counted live,L Jck,10,11 nm chinook
Situk Lower,29,7/14/1992,Sockeye,Counted live,Adult,1635,11 nm chinook
Situk Lower,29,7/14/1992,Steelhead trout,Downstream migration,Adult,16,11 nm chinook
Situk Lower,29,7/15/1992,Chinook,Counted live,Adult,22,6 nm chinook
Situk Lower,29,7/15/1992,Chinook,Counted live,Jack,15,6 nm chinook
Situk Lower,29,7/15/1992,Chinook,Counted live,L Jck,12,6 nm chinook
Situk Lower,29,7/15/1992,Sockeye,Counted live,Adult,1332,6 nm chinook
Situk Lower,29,7/15/1992,Steelhead trout,Downstream migration,Adult,18,6 nm chinook
Situk Lower,29,7/16/1992,Chinook,Counted live,Adult,12,1 nm chinook
Situk Lower,29,7/16/1992,Chinook,Counted live,Jack,3,1 nm chinook
Situk Lower,29,7/16/1992,Chinook,Counted live,L Jck,4,1 nm chinook
Situk Lower,29,7/16/1992,Pink,Counted live,Adult,150,1 nm chinook
Situk Lower,29,7/16/1992,Sockeye,Counted live,Adult,1028,1 nm chinook
Situk Lower,29,7/16/1992,Steelhead trout,Downstream migration,Adult,1,1 nm chinook
Situk Lower,29,7/17/1992,Chinook,Counted live,Adult,26,2 nm chinook
Situk Lower,29,7/17/1992,Chinook,Counted live,Jack,5,2 nm chinook
Situk Lower,29,7/17/1992,Chinook,Counted live,L Jck,2,2 nm chinook
Situk Lower,29,7/17/1992,Pink,Counted live,Adult,118,2 nm chinook
Situk Lower,29,7/17/1992,Sockeye,Counted live,Adult,2819,2 nm chinook
Situk Lower,29,7/17/1992,Steelhead trout,Downstream migration,Adult,1,2 nm chinook
Situk Lower,29,7/18/1992,Chinook,Counted live,Adult,114,"12856 sockeye, 33 nm chinook"
Situk Lower,29,7/18/1992,Chinook,Counted live,Jack,14,"12856 sockeye, 33 nm chinook"
Situk Lower,29,7/18/1992,Chinook,Counted live,L Jck,18,"12856 sockeye, 33 nm chinook"
Situk Lower,29,7/18/1992,Pink,Counted live,Adult,112,"12856 sockeye, 33 nm chinook"
Situk Lower,29,7/18/1992,Sockeye,Counted live,Adult,12856,"12856 sockeye, 33 nm chinook"
Situk Lower,30,7/19/1992,Pink,Counted live,Adult,25,
Situk Lower,30,7/19/1992,Sockeye,Counted live,Adult,877,
Situk Lower,30,7/20/1992,Chinook,Counted live,Adult,10,
Situk Lower,30,7/20/1992,Pink,Counted live,Adult,364,
Situk Lower,30,7/20/1992,Sockeye,Counted live,Adult,4813,
Situk Lower,30,7/21/1992,Chinook,Counted live,Adult,2,
Situk Lower,30,7/21/1992,Pink,Counted live,Adult,541,
Situk Lower,30,7/21/1992,Sockeye,Counted live,Adult,3670,
Situk Lower,30,7/22/1992,Chinook,Counted live,Adult,6,
Situk Lower,30,7/22/1992,Pink,Counted live,Adult,1566,
Situk Lower,30,7/22/1992,Sockeye,Counted live,Adult,558,
Situk Lower,30,7/23/1992,Chinook,Counted live,Adult,10,"2 ac, 3 nm chinook"
Situk Lower,30,7/23/1992,Chinook,Counted live,L Jck,2,"2 ac, 3 nm chinook"
Situk Lower,30,7/23/1992,Pink,Counted live,Adult,1047,"2 ac, 3 nm chinook"
Situk Lower,30,7/23/1992,Sockeye,Counted live,Adult,3597,"2 ac, 3 nm chinook"
Situk Lower,30,7/24/1992,Chinook,Counted live,Adult,4,"1 ac, 1 nm chinook"
Situk Lower,30,7/24/1992,Pink,Counted live,Adult,909,"1 ac, 1 nm chinook"
Situk Lower,30,7/24/1992,Sockeye,Counted live,Adult,754,"1 ac, 1 nm chinook"
Situk Lower,30,7/25/1992,Chinook,Counted live,Adult,11,2 ac chinook
Situk Lower,30,7/25/1992,Chinook,Counted live,L Jck,2,2 ac chinook
Situk Lower,30,7/25/1992,Pink,Counted live,Adult,1056,2 ac chinook
Situk Lower,30,7/25/1992,Sockeye,Counted live,Adult,409,2 ac chinook
Situk Lower,31,7/26/1992,Chinook,Counted live,Adult,1,1 nm chinook
Situk Lower,31,7/26/1992,Chinook,Counted live,Jack,2,1 nm chinook
Situk Lower,31,7/26/1992,Chinook,Counted live,L Jck,1,1 nm chinook
Situk Lower,31,7/26/1992,Pink,Counted live,Adult,908,1 nm chinook
Situk Lower,31,7/26/1992,Sockeye,Counted live,Adult,497,1 nm chinook
Situk Lower,31,7/27/1992,Chinook,Counted live,Jack,1,
Situk Lower,31,7/27/1992,Chinook,Counted live,L Jck,1,
Situk Lower,31,7/27/1992,Pink,Counted live,Adult,690,
Situk Lower,31,7/27/1992,Sockeye,Counted live,Adult,628,
Situk Lower,31,7/28/1992,Chinook,Counted live,Adult,4,
Situk Lower,31,7/28/1992,Chinook,Counted live,L Jck,1,
Situk Lower,31,7/28/1992,Pink,Counted live,Adult,1692,
Situk Lower,31,7/28/1992,Sockeye,Counted live,Adult,496,
Situk Lower,31,7/29/1992,Pink,Counted live,Adult,3554,
Situk Lower,31,7/29/1992,Sockeye,Counted live,Adult,957,
Situk Lower,31,7/30/1992,Chinook,Counted live,Adult,10,"1 ac, 1 nm chinook"
Situk Lower,31,7/30/1992,Chinook,Counted live,L Jck,2,"1 ac, 1 nm chinook"
Situk Lower,31,7/30/1992,Pink,Counted live,Adult,935,"1 ac, 1 nm chinook"
Situk Lower,31,7/30/1992,Sockeye,Counted live,Adult,309,"1 ac, 1 nm chinook"
Situk Lower,31,7/31/1992,Chinook,Counted live,Adult,10,"14158 pinks, 1 nm chinook"
Situk Lower,31,7/31/1992,Chinook,Counted live,Jack,7,"14158 pinks, 1 nm chinook"
Situk Lower,31,7/31/1992,Sockeye,Counted live,Adult,1859,"14158 pinks, 1 nm chinook"
Situk Lower,31,8/1/1992,Chinook,Counted live,Adult,10,"19314 pinks, 1 nm chinook"
Situk Lower,31,8/1/1992,Sockeye,Counted live,Adult,1346,"19314 pinks, 1 nm chinook"
Situk Lower,32,8/2/1992,Chinook,Counted live,Adult,1,1 nm chinook
Situk Lower,32,8/2/1992,Pink,Counted live,Adult,5256,1 nm chinook
Situk Lower,32,8/2/1992,Sockeye,Counted live,Adult,908,1 nm chinook
Situk Lower,32,8/3/1992,Chinook,Counted live,Adult,1,
Situk Lower,32,8/3/1992,Pink,Counted live,Adult,5357,
Situk Lower,32,8/3/1992,Sockeye,Counted live,Adult,816,
Situk Lower,32,8/4/1992,Chinook,Counted live,Adult,3,
Situk Lower,32,8/4/1992,Pink,Counted live,Adult,3169,
Situk Lower,32,8/4/1992,Sockeye,Counted live,Adult,441,
Situk Lower,32,8/5/1992,Chinook,Counted live,Adult,4,"1 ac, 1nm chinook"
Situk Lower,32,8/5/1992,Pink,Counted live,Adult,1829,"1 ac, 1nm chinook"
Situk Lower,32,8/5/1992,Sockeye,Counted live,Adult,217,"1 ac, 1nm chinook"
Situk Lower,24,6/10/1993,Chinook,Counted live,Adult,5,
Situk Lower,24,6/10/1993,Chinook,Counted live,L Jck,2,
Situk Lower,24,6/10/1993,Sockeye,Counted live,Adult,373,
Situk Lower,24,6/11/1993,Chinook,Counted live,Adult,1,
Situk Lower,24,6/11/1993,Chinook,Counted live,Jack,1,
Situk Lower,24,6/11/1993,Sockeye,Counted live,Adult,24,
Situk Lower,24,6/12/1993,Chinook,Counted live,Adult,4,
Situk Lower,24,6/12/1993,Sockeye,Counted live,Adult,53,
Situk Lower,25,6/13/1993,Chinook,Counted live,Adult,3,
Situk Lower,25,6/13/1993,Chinook,Counted live,L Jck,2,
Situk Lower,25,6/13/1993,Sockeye,Counted live,Adult,597,
Situk Lower,25,6/14/1993,Chinook,Counted live,Adult,33,28 SH down
Situk Lower,25,6/14/1993,Chinook,Counted live,Jack,2,28 SH down
Situk Lower,25,6/14/1993,Chinook,Counted live,L Jck,7,28 SH down
Situk Lower,25,6/14/1993,Sockeye,Counted live,Adult,1331,28 SH down
Situk Lower,25,6/15/1993,Chinook,Counted live,Adult,16,57 SH down
Situk Lower,25,6/15/1993,Chinook,Counted live,L Jck,14,57 SH down
Situk Lower,25,6/15/1993,Sockeye,Counted live,Adult,592,57 SH down
Situk Lower,25,6/16/1993,Chinook,Counted live,Adult,7,"8 SH down, 1 NM chinook"
Situk Lower,25,6/16/1993,Chinook,Counted live,Jack,1,"8 SH down, 1 NM chinook"
Situk Lower,25,6/16/1993,Chinook,Counted live,L Jck,5,"8 SH down, 1 NM chinook"
Situk Lower,25,6/16/1993,Sockeye,Counted live,Adult,241,"8 SH down, 1 NM chinook"
Situk Lower,25,6/17/1993,Chinook,Counted live,Adult,6,59 SH down
Situk Lower,25,6/17/1993,Chinook,Counted live,Jack,6,59 SH down
Situk Lower,25,6/17/1993,Chinook,Counted live,L Jck,3,59 SH down
Situk Lower,25,6/17/1993,Sockeye,Counted live,Adult,101,59 SH down
Situk Lower,25,6/18/1993,Chinook,Counted live,Adult,61,56 SH down
Situk Lower,25,6/18/1993,Chinook,Counted live,Jack,30,56 SH down
Situk Lower,25,6/18/1993,Chinook,Counted live,L Jck,8,56 SH down
Situk Lower,25,6/18/1993,Sockeye,Counted live,Adult,2186,56 SH down
Situk Lower,25,6/19/1993,Chinook,Counted live,Adult,6,10 SH down
Situk Lower,25,6/19/1993,Chinook,Counted live,Jack,9,10 SH down
Situk Lower,25,6/19/1993,Chinook,Counted live,L Jck,2,10 SH down
Situk Lower,25,6/19/1993,Sockeye,Counted live,Adult,293,10 SH down
Situk Lower,26,6/20/1993,Chinook,Counted live,Adult,73,"25 SH down, 3 NM chinook"
Situk Lower,26,6/20/1993,Chinook,Counted live,Jack,68,"25 SH down, 3 NM chinook"
Situk Lower,26,6/20/1993,Chinook,Counted live,L Jck,23,"25 SH down, 3 NM chinook"
Situk Lower,26,6/20/1993,Sockeye,Counted live,Adult,2497,"25 SH down, 3 NM chinook"
Situk Lower,26,6/21/1993,Chinook,Counted live,Adult,6,
Situk Lower,26,6/21/1993,Chinook,Counted live,Jack,1,
Situk Lower,26,6/22/1993,Chinook,Counted live,Adult,13,
Situk Lower,26,6/22/1993,Chinook,Counted live,Jack,59,
Situk Lower,26,6/22/1993,Chinook,Counted live,L Jck,11,
Situk Lower,26,6/22/1993,Sockeye,Counted live,Adult,739,
Situk Lower,26,6/23/1993,Chinook,Counted live,Adult,3,"2 SH down, 1 NM chinook"
Situk Lower,26,6/23/1993,Chinook,Counted live,Jack,75,"2 SH down, 1 NM chinook"
Situk Lower,26,6/23/1993,Chinook,Counted live,L Jck,6,"2 SH down, 1 NM chinook"
Situk Lower,26,6/23/1993,Sockeye,Counted live,Adult,1805,"2 SH down, 1 NM chinook"
Situk Lower,26,6/24/1993,Chinook,Counted live,Adult,47,5 SH down
Situk Lower,26,6/24/1993,Chinook,Counted live,Jack,61,5 SH down
Situk Lower,26,6/24/1993,Chinook,Counted live,L Jck,20,5 SH down
